タイムスタンプ,ユーザー名,操作種別,テーブル名,影響行数,実行時間(ms),接続元IP,セッションID
2025-08-30 05:04:56,app_user,SELECT,departments,319,783,192.168.7.211,SID60973
2025-08-30 08:41:50,batch_user,SELECT,product_master,297,826,192.168.4.144,SID78369
2025-08-30 09:08:20,analyst_user,SELECT,sales_transactions,98,947,192.168.8.194,SID67045
2025-08-30 10:24:11,admin_user,INSERT,inventory,81,572,192.168.7.159,SID33652
2025-08-30 10:26:17,analyst_user,SELECT,order_details,620,2551,192.168.7.223,SID47666
2025-08-30 11:50:21,batch_user,SELECT,order_details,42,1963,192.168.6.64,SID62507
2025-08-30 14:28:51,app_user,UPDATE,sales_transactions,10,737,192.168.7.8,SID31318
2025-08-30 15:40:30,app_user,INSERT,inventory,59,365,192.168.5.170,SID60571
2025-08-30 17:39:20,app_user,INSERT,order_details,10,3809,192.168.10.7,SID69833
2025-08-30 20:29:57,report_user,SELECT,order_details,883,1052,192.168.8.216,SID61099
2025-08-30 21:55:02,app_user,SELECT,customer_master,410,1601,192.168.7.140,SID45591
2025-08-30 22:01:33,analyst_user,SELECT,employees,31,4904,192.168.2.33,SID73586
2025-08-30 22:06:27,app_user,UPDATE,payments,26,4886,192.168.3.212,SID47939
2025-08-31 00:33:57,app_user,UPDATE,order_details,40,2043,192.168.8.82,SID80398
2025-08-31 00:38:09,batch_user,DELETE,customer_master,8,1565,192.168.3.118,SID94600
2025-08-31 01:13:06,report_user,SELECT,accounts,642,1396,192.168.4.166,SID82553
2025-08-31 02:20:57,app_user,SELECT,payments,940,2533,192.168.5.75,SID17051
2025-08-31 03:56:50,app_user,SELECT,sales_transactions,655,544,192.168.2.77,SID80243
2025-08-31 05:06:10,report_user,SELECT,order_details,214,801,192.168.2.3,SID44345
2025-08-31 06:52:13,analyst_user,SELECT,employees,730,2720,192.168.5.73,SID20317
2025-08-31 08:03:59,analyst_user,SELECT,employees,364,891,192.168.8.54,SID58218
2025-08-31 10:38:48,batch_user,SELECT,orders,265,1304,192.168.4.126,SID22677
2025-08-31 13:41:23,admin_user,INSERT,product_master,65,341,192.168.9.35,SID50494
2025-08-31 14:28:12,admin_user,SELECT,order_details,338,861,192.168.5.120,SID52091
2025-08-31 15:26:35,report_user,SELECT,product_master,288,2691,192.168.2.59,SID27409
2025-08-31 17:08:26,report_user,SELECT,departments,213,811,192.168.5.247,SID13986
2025-08-31 18:23:04,app_user,INSERT,payments,96,4869,192.168.2.144,SID46289
2025-08-31 19:45:32,admin_user,SELECT,order_details,442,2855,192.168.4.225,SID98747
2025-08-31 23:09:05,report_user,SELECT,inventory,212,4740,192.168.3.22,SID71782
2025-08-31 23:22:48,app_user,SELECT,product_master,38,4257,192.168.5.126,SID81936
2025-08-31 23:30:12,app_user,SELECT,orders,276,4911,192.168.8.178,SID99071
