タイムスタンプ,ユーザー名,操作種別,テーブル名,影響行数,実行時間(ms),接続元IP,セッションID
2025-09-27 13:27:27,report_user,INSERT,inventory,3,1051,192.168.2.248,SID91376
2025-09-27 13:36:44,batch_user,SELECT,order_details,62,2513,192.168.3.112,SID27899
2025-09-27 14:31:08,app_user,SELECT,sales_transactions,860,697,192.168.4.35,SID45048
2025-09-27 15:19:07,admin_user,SELECT,orders,668,1110,192.168.7.97,SID56726
2025-09-27 15:22:14,app_user,DELETE,order_details,4,3344,192.168.5.219,SID62093
2025-09-27 16:08:50,app_user,INSERT,orders,100,4996,192.168.5.196,SID40561
2025-09-27 17:18:50,app_user,SELECT,inventory,710,4238,192.168.9.32,SID77409
2025-09-27 17:27:20,report_user,INSERT,product_master,91,2670,192.168.10.47,SID54347
2025-09-27 18:33:07,report_user,SELECT,product_master,106,2265,192.168.2.43,SID32460
2025-09-27 18:37:58,batch_user,SELECT,payments,865,1887,192.168.8.114,SID44146
2025-09-27 18:54:11,analyst_user,SELECT,order_details,59,4739,192.168.2.180,SID60624
2025-09-27 19:22:01,admin_user,SELECT,product_master,590,80,192.168.7.156,SID54286
2025-09-27 23:10:13,admin_user,SELECT,order_details,944,151,192.168.8.159,SID82258
2025-09-27 23:57:48,app_user,DELETE,inventory,6,3074,192.168.6.39,SID21425
2025-09-28 00:20:11,admin_user,SELECT,payments,644,4641,192.168.2.134,SID31793
2025-09-28 00:25:18,analyst_user,UPDATE,customer_master,40,4021,192.168.5.18,SID27842
2025-09-28 01:23:25,report_user,SELECT,order_details,625,347,192.168.4.88,SID60320
2025-09-28 02:13:27,batch_user,SELECT,sales_transactions,163,215,192.168.2.91,SID30415
2025-09-28 07:17:26,analyst_user,SELECT,product_master,765,2354,192.168.9.247,SID48758
2025-09-28 07:59:04,admin_user,SELECT,product_master,376,4999,192.168.3.167,SID12636
2025-09-28 08:56:40,report_user,SELECT,sales_transactions,502,2106,192.168.9.25,SID29489
2025-09-28 09:41:29,report_user,SELECT,accounts,525,1827,192.168.10.220,SID87199
2025-09-28 09:42:06,batch_user,DELETE,product_master,1,1482,192.168.10.251,SID81181
2025-09-28 12:30:21,report_user,SELECT,payments,729,633,192.168.5.187,SID87775
2025-09-28 15:06:13,admin_user,INSERT,product_master,96,4411,192.168.1.16,SID83915
2025-09-28 16:39:29,app_user,SELECT,customer_master,367,2656,192.168.10.98,SID35126
2025-09-28 16:39:46,admin_user,SELECT,inventory,227,1159,192.168.10.129,SID11104
2025-09-28 16:48:08,app_user,SELECT,sales_transactions,980,1412,192.168.10.236,SID46076
2025-09-28 18:54:34,report_user,SELECT,inventory,522,3331,192.168.1.138,SID31203
2025-09-28 20:25:28,admin_user,SELECT,sales_transactions,520,1751,192.168.9.141,SID55479
2025-09-28 22:14:26,batch_user,SELECT,sales_transactions,442,4809,192.168.4.161,SID50212
2025-09-28 22:19:55,admin_user,INSERT,accounts,54,3439,192.168.6.164,SID68259
2025-09-28 22:26:23,admin_user,SELECT,employees,474,1292,192.168.5.8,SID38906
2025-09-29 01:12:45,batch_user,SELECT,sales_transactions,444,401,192.168.8.172,SID56970
2025-09-29 01:16:20,analyst_user,UPDATE,product_master,20,606,192.168.5.202,SID11168
2025-09-29 01:52:36,batch_user,SELECT,customer_master,249,2090,192.168.3.96,SID44702
2025-09-29 01:55:37,report_user,SELECT,departments,625,3399,192.168.3.88,SID17291
2025-09-29 02:52:10,app_user,SELECT,employees,349,4003,192.168.6.163,SID74703
2025-09-29 03:05:23,app_user,SELECT,employees,953,1044,192.168.4.186,SID13039
2025-09-29 04:35:22,batch_user,SELECT,payments,18,913,192.168.3.204,SID89743
2025-09-29 04:59:42,app_user,INSERT,departments,72,658,192.168.7.242,SID84953
2025-09-29 05:42:57,admin_user,DELETE,order_details,2,1674,192.168.6.101,SID98611
2025-09-29 06:10:04,app_user,SELECT,orders,345,977,192.168.10.95,SID24457
2025-09-29 07:51:59,report_user,SELECT,customer_master,119,3109,192.168.3.224,SID61455
2025-09-29 08:58:26,admin_user,SELECT,departments,626,3446,192.168.7.28,SID21791
2025-09-29 12:25:32,app_user,SELECT,employees,778,4531,192.168.1.68,SID97251
2025-09-29 12:45:22,batch_user,DELETE,customer_master,3,4495,192.168.5.23,SID60268
2025-09-29 17:06:01,analyst_user,SELECT,inventory,246,3279,192.168.7.121,SID47666
2025-09-29 17:18:10,app_user,INSERT,departments,12,3466,192.168.10.155,SID39822
2025-09-29 17:45:24,admin_user,SELECT,payments,198,2209,192.168.3.92,SID20789
2025-09-29 18:04:49,batch_user,SELECT,employees,527,4241,192.168.2.16,SID71983
2025-09-29 19:05:32,batch_user,SELECT,accounts,85,4867,192.168.10.118,SID15366
2025-09-29 19:06:01,batch_user,INSERT,inventory,5,2542,192.168.9.223,SID59563
2025-09-29 21:37:25,report_user,INSERT,employees,5,2727,192.168.2.130,SID59057
2025-09-29 23:12:01,app_user,SELECT,employees,394,4696,192.168.3.166,SID42534
2025-09-30 03:37:58,batch_user,UPDATE,customer_master,18,157,192.168.10.180,SID94735
2025-09-30 04:36:57,app_user,SELECT,employees,547,1857,192.168.10.88,SID75922
2025-09-30 05:17:39,admin_user,SELECT,orders,756,4895,192.168.1.112,SID65707
2025-09-30 07:05:38,report_user,INSERT,accounts,49,4785,192.168.1.199,SID85098
2025-09-30 07:20:58,report_user,SELECT,sales_transactions,495,333,192.168.7.120,SID86237
2025-09-30 08:32:38,report_user,INSERT,departments,51,4861,192.168.2.98,SID28102
2025-09-30 08:39:40,admin_user,SELECT,accounts,169,1858,192.168.4.183,SID76355
2025-09-30 11:02:36,app_user,SELECT,order_details,151,3625,192.168.7.86,SID58225
2025-09-30 11:22:23,report_user,UPDATE,order_details,34,241,192.168.7.92,SID14702
2025-09-30 12:07:00,report_user,UPDATE,product_master,42,3765,192.168.3.5,SID21100
2025-09-30 14:44:47,report_user,UPDATE,payments,34,3416,192.168.4.55,SID93411
2025-09-30 14:48:59,analyst_user,SELECT,departments,792,1233,192.168.4.218,SID14319
2025-09-30 16:14:50,analyst_user,SELECT,product_master,948,2308,192.168.10.101,SID84534
2025-09-30 17:02:41,admin_user,UPDATE,product_master,19,4663,192.168.3.114,SID43783
2025-09-30 18:13:29,report_user,SELECT,payments,501,2207,192.168.10.207,SID73050
2025-09-30 18:28:43,admin_user,SELECT,order_details,922,3248,192.168.6.92,SID31094
2025-09-30 20:40:39,admin_user,UPDATE,customer_master,46,684,192.168.10.221,SID80563
