タイムスタンプ,ユーザー名,操作種別,テーブル名,影響行数,実行時間(ms),接続元IP,セッションID
2025-06-26 01:46:56,app_user,INSERT,employees,4,1051,192.168.8.177,SID56506
2025-06-26 04:48:35,app_user,SELECT,employees,460,4039,192.168.9.93,SID48730
2025-06-26 05:36:28,admin_user,SELECT,departments,123,924,192.168.10.59,SID95297
2025-06-26 06:55:37,app_user,SELECT,orders,752,1263,192.168.1.92,SID91170
2025-06-26 07:13:40,admin_user,INSERT,order_details,82,65,192.168.5.66,SID85548
2025-06-26 09:07:10,analyst_user,SELECT,sales_transactions,25,2919,192.168.1.84,SID57911
2025-06-26 11:23:26,report_user,SELECT,order_details,92,288,192.168.4.28,SID95283
2025-06-26 13:01:45,admin_user,SELECT,sales_transactions,894,3152,192.168.2.36,SID40825
2025-06-26 15:18:20,admin_user,SELECT,payments,950,2501,192.168.3.130,SID78317
2025-06-26 15:18:52,report_user,SELECT,inventory,119,503,192.168.1.16,SID74580
2025-06-26 15:58:57,report_user,SELECT,departments,423,2359,192.168.6.177,SID32248
2025-06-26 16:28:38,report_user,SELECT,departments,27,1362,192.168.6.93,SID58669
2025-06-26 16:53:07,report_user,SELECT,payments,589,3900,192.168.3.84,SID27870
2025-06-26 17:12:23,app_user,SELECT,payments,849,2403,192.168.9.92,SID80499
2025-06-26 17:32:56,report_user,INSERT,customer_master,71,4140,192.168.3.236,SID48707
2025-06-26 17:55:08,app_user,UPDATE,sales_transactions,40,2903,192.168.2.219,SID28649
2025-06-26 18:05:09,batch_user,SELECT,departments,122,3150,192.168.2.54,SID32358
2025-06-26 18:08:22,report_user,INSERT,accounts,9,356,192.168.2.220,SID37854
2025-06-26 18:30:10,batch_user,SELECT,customer_master,363,3249,192.168.4.136,SID44745
2025-06-26 18:56:11,admin_user,UPDATE,sales_transactions,36,3817,192.168.6.8,SID83164
2025-06-26 20:51:06,analyst_user,SELECT,customer_master,613,1050,192.168.8.31,SID22042
2025-06-26 22:06:48,admin_user,SELECT,accounts,718,2124,192.168.6.238,SID27089
2025-06-26 22:42:53,admin_user,SELECT,product_master,276,2425,192.168.10.18,SID10267
2025-06-26 23:46:04,analyst_user,SELECT,accounts,505,2548,192.168.8.99,SID35480
2025-06-26 23:52:53,admin_user,INSERT,orders,53,4455,192.168.10.129,SID93935
2025-06-27 00:10:42,app_user,SELECT,orders,15,2329,192.168.10.122,SID98943
2025-06-27 00:34:09,report_user,DELETE,inventory,1,2799,192.168.6.44,SID26696
2025-06-27 00:58:40,app_user,SELECT,inventory,932,245,192.168.4.12,SID51282
2025-06-27 01:58:24,admin_user,UPDATE,departments,50,2198,192.168.1.250,SID78635
2025-06-27 02:10:00,app_user,SELECT,sales_transactions,748,2975,192.168.1.228,SID89859
2025-06-27 02:38:57,report_user,SELECT,departments,648,3317,192.168.3.222,SID35504
2025-06-27 02:41:18,admin_user,SELECT,product_master,170,2030,192.168.3.208,SID96276
2025-06-27 02:43:39,report_user,SELECT,customer_master,810,4985,192.168.6.159,SID49088
2025-06-27 02:55:38,analyst_user,SELECT,customer_master,330,2880,192.168.1.34,SID41019
2025-06-27 03:04:25,analyst_user,UPDATE,inventory,32,662,192.168.4.202,SID80453
2025-06-27 04:04:29,report_user,SELECT,payments,495,4816,192.168.7.127,SID21896
2025-06-27 05:54:27,batch_user,SELECT,payments,204,283,192.168.2.222,SID47453
2025-06-27 06:09:01,app_user,UPDATE,inventory,27,3003,192.168.2.121,SID86203
2025-06-27 10:10:16,analyst_user,SELECT,product_master,990,823,192.168.6.202,SID94953
2025-06-27 10:54:17,analyst_user,SELECT,accounts,508,1683,192.168.8.81,SID59562
2025-06-27 11:16:35,batch_user,UPDATE,order_details,34,3257,192.168.9.250,SID37618
2025-06-27 12:31:51,admin_user,INSERT,product_master,4,2910,192.168.10.183,SID52237
2025-06-27 12:39:59,analyst_user,UPDATE,departments,22,4665,192.168.1.161,SID90974
2025-06-27 12:53:54,admin_user,SELECT,payments,547,4327,192.168.5.115,SID28215
2025-06-27 15:11:11,batch_user,SELECT,customer_master,979,731,192.168.6.141,SID24538
2025-06-27 15:12:20,batch_user,SELECT,payments,650,4383,192.168.10.48,SID95517
2025-06-27 16:36:48,app_user,SELECT,inventory,178,3061,192.168.6.189,SID59925
2025-06-27 19:24:40,analyst_user,SELECT,customer_master,487,3858,192.168.6.29,SID73500
2025-06-27 19:54:38,batch_user,SELECT,departments,634,3531,192.168.9.153,SID36913
2025-06-27 20:05:23,report_user,SELECT,sales_transactions,481,3487,192.168.9.146,SID12368
2025-06-27 20:46:17,analyst_user,SELECT,orders,328,735,192.168.6.164,SID89248
2025-06-27 20:58:21,app_user,INSERT,employees,56,1216,192.168.5.248,SID39765
2025-06-27 21:45:50,report_user,SELECT,inventory,786,3171,192.168.9.206,SID79413
2025-06-28 01:14:39,admin_user,SELECT,sales_transactions,83,4056,192.168.7.91,SID56521
2025-06-28 01:29:45,batch_user,UPDATE,payments,1,3086,192.168.8.193,SID10708
2025-06-28 01:42:35,app_user,SELECT,employees,222,2242,192.168.9.167,SID97499
2025-06-28 02:47:32,analyst_user,SELECT,employees,23,3719,192.168.2.28,SID90225
2025-06-28 03:28:06,app_user,DELETE,payments,5,93,192.168.5.243,SID11430
2025-06-28 03:29:28,admin_user,SELECT,accounts,917,866,192.168.6.138,SID75198
2025-06-28 04:06:24,batch_user,DELETE,sales_transactions,3,268,192.168.9.186,SID47041
2025-06-28 04:54:51,batch_user,UPDATE,sales_transactions,44,4596,192.168.6.61,SID86442
2025-06-28 06:12:54,app_user,SELECT,accounts,43,1510,192.168.1.239,SID55080
2025-06-28 06:20:09,analyst_user,UPDATE,employees,5,70,192.168.4.77,SID45821
2025-06-28 06:52:46,batch_user,SELECT,payments,606,373,192.168.3.225,SID22333
2025-06-28 06:55:53,analyst_user,UPDATE,employees,17,505,192.168.8.113,SID87350
2025-06-28 07:07:42,app_user,DELETE,product_master,7,1557,192.168.4.161,SID36586
2025-06-28 07:55:41,app_user,SELECT,customer_master,735,4053,192.168.3.234,SID12899
2025-06-28 09:25:49,admin_user,SELECT,inventory,282,4859,192.168.8.198,SID75347
2025-06-28 10:11:05,analyst_user,SELECT,customer_master,179,871,192.168.5.178,SID13467
2025-06-28 10:25:12,report_user,SELECT,product_master,128,4433,192.168.4.192,SID89806
2025-06-28 11:49:07,app_user,SELECT,customer_master,308,1571,192.168.3.88,SID58781
2025-06-28 12:26:30,app_user,UPDATE,employees,22,826,192.168.10.174,SID43569
2025-06-28 12:52:55,batch_user,SELECT,customer_master,552,1228,192.168.3.213,SID92494
2025-06-28 13:25:20,report_user,SELECT,employees,822,534,192.168.3.46,SID80974
2025-06-28 14:59:55,app_user,UPDATE,payments,12,3796,192.168.1.9,SID41360
2025-06-28 16:25:34,admin_user,SELECT,order_details,84,1091,192.168.5.153,SID47990
2025-06-28 16:47:19,app_user,SELECT,accounts,957,2486,192.168.3.196,SID65286
2025-06-28 17:22:01,report_user,SELECT,sales_transactions,449,228,192.168.4.61,SID87029
2025-06-28 17:31:07,app_user,INSERT,order_details,6,4029,192.168.3.246,SID17738
2025-06-28 19:45:58,analyst_user,INSERT,orders,22,2369,192.168.2.156,SID92413
2025-06-28 23:11:33,analyst_user,SELECT,product_master,212,4214,192.168.5.28,SID12948
2025-06-28 23:19:23,admin_user,SELECT,customer_master,492,1089,192.168.3.114,SID76676
2025-06-28 23:55:24,admin_user,SELECT,payments,370,2619,192.168.2.176,SID12514
2025-06-29 00:22:28,admin_user,SELECT,payments,806,906,192.168.9.73,SID78503
2025-06-29 01:37:27,report_user,SELECT,customer_master,273,2378,192.168.4.226,SID68457
2025-06-29 02:05:50,batch_user,UPDATE,departments,25,4550,192.168.2.249,SID29851
2025-06-29 02:32:52,analyst_user,SELECT,employees,874,4473,192.168.1.130,SID28701
2025-06-29 03:34:09,admin_user,SELECT,inventory,197,4416,192.168.3.14,SID48301
2025-06-29 05:27:42,app_user,INSERT,orders,31,4104,192.168.7.199,SID12142
2025-06-29 06:04:44,report_user,SELECT,departments,198,2017,192.168.8.44,SID83420
2025-06-29 06:52:49,analyst_user,SELECT,product_master,94,4659,192.168.5.91,SID46686
2025-06-29 08:07:42,batch_user,SELECT,departments,488,1842,192.168.6.109,SID43044
2025-06-29 08:37:17,analyst_user,SELECT,inventory,659,146,192.168.10.169,SID77899
2025-06-29 08:39:37,admin_user,INSERT,employees,55,1749,192.168.10.94,SID42627
2025-06-29 09:57:04,app_user,SELECT,sales_transactions,166,4579,192.168.3.34,SID71899
2025-06-29 10:19:11,admin_user,UPDATE,sales_transactions,34,3508,192.168.8.253,SID72129
2025-06-29 10:36:12,admin_user,UPDATE,product_master,34,3852,192.168.8.20,SID79346
2025-06-29 11:07:43,report_user,SELECT,product_master,582,4684,192.168.9.55,SID65379
2025-06-29 11:30:32,analyst_user,SELECT,customer_master,48,1921,192.168.10.77,SID99309
2025-06-29 12:48:14,analyst_user,SELECT,orders,716,1609,192.168.2.153,SID33235
2025-06-29 13:40:42,batch_user,SELECT,product_master,927,1250,192.168.3.99,SID98084
2025-06-29 17:05:03,report_user,SELECT,product_master,195,2832,192.168.7.140,SID44158
2025-06-29 17:36:41,app_user,INSERT,departments,96,4087,192.168.7.179,SID77566
2025-06-29 17:56:37,analyst_user,INSERT,sales_transactions,56,2219,192.168.6.250,SID73666
2025-06-29 17:58:56,analyst_user,SELECT,customer_master,333,3784,192.168.2.204,SID10464
2025-06-29 18:32:41,admin_user,SELECT,customer_master,305,471,192.168.2.191,SID97461
2025-06-29 20:14:12,report_user,SELECT,order_details,410,1743,192.168.2.113,SID40114
2025-06-29 20:39:54,app_user,SELECT,customer_master,50,1230,192.168.1.124,SID14169
2025-06-29 21:38:28,admin_user,SELECT,product_master,667,3831,192.168.9.167,SID40988
2025-06-29 23:25:18,admin_user,SELECT,sales_transactions,864,4049,192.168.2.78,SID39349
2025-06-30 00:57:38,app_user,DELETE,employees,8,165,192.168.1.156,SID69314
2025-06-30 02:01:52,app_user,SELECT,orders,85,392,192.168.6.242,SID33101
2025-06-30 02:05:24,admin_user,UPDATE,payments,33,1734,192.168.5.148,SID22377
2025-06-30 02:07:50,analyst_user,SELECT,departments,163,2968,192.168.9.35,SID40214
2025-06-30 02:11:14,batch_user,SELECT,customer_master,480,4014,192.168.3.85,SID83553
2025-06-30 06:32:54,app_user,SELECT,customer_master,468,3213,192.168.10.198,SID31197
2025-06-30 07:14:41,batch_user,SELECT,product_master,34,4213,192.168.3.179,SID84712
2025-06-30 07:28:39,admin_user,SELECT,customer_master,647,120,192.168.10.173,SID10066
2025-06-30 07:56:34,analyst_user,SELECT,product_master,145,4829,192.168.3.50,SID20968
2025-06-30 08:32:25,report_user,SELECT,accounts,130,1306,192.168.5.232,SID86543
2025-06-30 08:48:30,analyst_user,UPDATE,sales_transactions,37,2887,192.168.2.233,SID59962
2025-06-30 09:59:27,admin_user,SELECT,sales_transactions,405,1287,192.168.7.254,SID52851
2025-06-30 13:11:15,app_user,SELECT,accounts,565,3301,192.168.2.52,SID19476
2025-06-30 14:00:33,analyst_user,SELECT,departments,105,3655,192.168.9.170,SID14303
2025-06-30 17:17:04,analyst_user,INSERT,customer_master,41,2341,192.168.2.65,SID95738
2025-06-30 19:15:19,report_user,SELECT,sales_transactions,35,3214,192.168.10.178,SID26509
2025-06-30 20:07:22,admin_user,SELECT,product_master,841,4655,192.168.10.99,SID55762
2025-06-30 20:42:08,analyst_user,SELECT,departments,792,4919,192.168.5.48,SID23192
2025-06-30 20:51:35,analyst_user,SELECT,customer_master,423,4575,192.168.3.253,SID20623
2025-06-30 21:12:35,batch_user,SELECT,inventory,53,4976,192.168.3.240,SID86756
2025-06-30 21:40:32,batch_user,SELECT,inventory,155,614,192.168.8.88,SID91774
2025-06-30 21:44:57,analyst_user,SELECT,product_master,170,3715,192.168.8.171,SID61468
2025-06-30 22:41:17,report_user,SELECT,sales_transactions,325,3555,192.168.1.232,SID84456
2025-06-30 22:54:34,batch_user,SELECT,sales_transactions,377,3681,192.168.4.225,SID36937
2025-06-30 23:29:43,app_user,SELECT,employees,734,66,192.168.10.148,SID47041
